plug_label,colony_id,treatment,bleach_treat,symbiont_treat,bleach_bath,tank,position,treat_tank,full,y,x,coord_plot
869,E,S_SD,Severe,SD,B,2,9,S_SD_2,S_SD_2_9,2,6,"2, 6"
866,E,S_SD,Severe,SD,B,2,36,S_SD_2,S_SD_2_36,6,12,"6, 12"
845,E,S_SD,Severe,SD,C,3,17,S_SD_3,S_SD_3_17,3,9,"3, 9"
985,E,S_SD,Severe,SD,B,2,33,S_SD_2,S_SD_2_33,6,6,"6, 6"
861,E,S_SD,Severe,SD,B,2,3,S_SD_2,S_SD_2_3,1,5,"1, 5"
967,E,S_SS8,Severe,SS8,B,2,24,S_SS8_2,S_SS8_2_24,4,12,"4, 12"
892,E,S_SS8,Severe,SS8,B,2,17,S_SS8_2,S_SS8_2_17,3,9,"3, 9"
894,E,S_SS8,Severe,SS8,B,2,21,S_SS8_2,S_SS8_2_21,4,6,"4, 6"
834,E,S_SS8,Severe,SS8,B,2,41,S_SS8_2,S_SS8_2_41,7,9,"7, 9"
824,E,S_SS8,Severe,SS8,B,2,22,S_SS8_2,S_SS8_2_22,4,8,"4, 8"
1064,F,C,C,C,D,1,36,C_1,C_1_36,6,12,"6, 12"
1178,F,C,C,C,D,1,19,C_1,C_1_19,4,2,"4, 2"
1151,F,C,C,C,D,1,4,C_1,C_1_4,1,7,"1, 7"
1022,F,C,C,C,D,3,10,C_3,C_3_10,2,8,"2, 8"
1039,F,C,C,C,D,2,9,C_2,C_2_9,2,6,"2, 6"
1116,F,L_RIC,Low,RIC,B,2,17,L_RIC_2,L_RIC_2_17,3,9,"3, 9"
1034,F,L_RIC,Low,RIC,B,2,19,L_RIC_2,L_RIC_2_19,4,2,"4, 2"
1158,F,L_RIC,Low,RIC,C,3,25,L_RIC_3,L_RIC_3_25,5,1,"5, 1"
1138,F,L_RIC,Low,RIC,B,2,11,L_RIC_2,L_RIC_2_11,2,10,"2, 10"
1086,F,L_RIC,Low,RIC,B,2,24,L_RIC_2,L_RIC_2_24,4,12,"4, 12"
1186,F,L_SD,Low,SD,B,2,15,L_SD_2,L_SD_2_15,3,5,"3, 5"
1103,F,L_SD,Low,SD,B,2,1,L_SD_2,L_SD_2_1,1,1,"1, 1"
1079,F,L_SD,Low,SD,A,1,38,L_SD_1,L_SD_1_38,7,3,"7, 3"
1015,F,L_SD,Low,SD,A,1,1,L_SD_1,L_SD_1_1,1,1,"1, 1"
1160,F,L_SD,Low,SD,A,1,13,L_SD_1,L_SD_1_13,3,1,"3, 1"
1157,F,L_SS8,Low,SS8,A,1,18,L_SS8_1,L_SS8_1_18,3,11,"3, 11"
1092,F,L_SS8,Low,SS8,B,2,19,L_SS8_2,L_SS8_2_19,4,2,"4, 2"
1141,F,L_SS8,Low,SS8,B,2,37,L_SS8_2,L_SS8_2_37,7,1,"7, 1"
1185,F,L_SS8,Low,SS8,B,2,4,L_SS8_2,L_SS8_2_4,1,7,"1, 7"
1126,F,L_SS8,Low,SS8,A,1,23,L_SS8_1,L_SS8_1_23,4,10,"4, 10"
1225,F,M_RIC,Medium,RIC,B,2,7,M_RIC_2,M_RIC_2_7,2,2,"2, 2"
1026,F,M_RIC,Medium,RIC,B,2,17,M_RIC_2,M_RIC_2_17,3,9,"3, 9"
1182,F,M_RIC,Medium,RIC,C,3,9,M_RIC_3,M_RIC_3_9,2,6,"2, 6"
1192,F,M_RIC,Medium,RIC,B,2,18,M_RIC_2,M_RIC_2_18,3,11,"3, 11"
1115,F,M_RIC,Medium,RIC,A,1,22,M_RIC_1,M_RIC_1_22,4,8,"4, 8"
1096,F,M_SD,Medium,SD,B,2,8,M_SD_2,M_SD_2_8,2,4,"2, 4"
1046,F,M_SD,Medium,SD,B,2,7,M_SD_2,M_SD_2_7,2,2,"2, 2"
1045,F,M_SD,Medium,SD,A,1,5,M_SD_1,M_SD_1_5,1,9,"1, 9"
1076,F,M_SD,Medium,SD,C,3,16,M_SD_3,M_SD_3_16,3,7,"3, 7"
1208,F,M_SD,Medium,SD,A,1,8,M_SD_1,M_SD_1_8,2,4,"2, 4"
995,F,M_SS8,Medium,SS8,C,3,17,M_SS8_3,M_SS8_3_17,3,9,"3, 9"
1202,F,M_SS8,Medium,SS8,B,2,37,M_SS8_2,M_SS8_2_37,7,1,"7, 1"
1068,F,M_SS8,Medium,SS8,C,3,24,M_SS8_3,M_SS8_3_24,4,12,"4, 12"
1122,F,M_SS8,Medium,SS8,C,3,20,M_SS8_3,M_SS8_3_20,4,4,"4, 4"
1077,F,M_SS8,Medium,SS8,B,2,17,M_SS8_2,M_SS8_2_17,3,9,"3, 9"
1117,F,S_RIC,Severe,RIC,A,1,18,S_RIC_1,S_RIC_1_18,3,11,"3, 11"
1205,F,S_RIC,Severe,RIC,A,1,11,S_RIC_1,S_RIC_1_11,2,10,"2, 10"
993,F,S_RIC,Severe,RIC,C,3,3,S_RIC_3,S_RIC_3_3,1,5,"1, 5"
1024,F,S_RIC,Severe,RIC,C,3,6,S_RIC_3,S_RIC_3_6,1,11,"1, 11"
1152,F,S_RIC,Severe,RIC,C,3,19,S_RIC_3,S_RIC_3_19,4,2,"4, 2"
1060,F,S_SD,Severe,SD,A,1,10,S_SD_1,S_SD_1_10,2,8,"2, 8"
1066,F,S_SD,Severe,SD,B,2,7,S_SD_2,S_SD_2_7,2,2,"2, 2"
1146,F,S_SD,Severe,SD,B,2,23,S_SD_2,S_SD_2_23,4,10,"4, 10"
1145,F,S_SD,Severe,SD,A,1,3,S_SD_1,S_SD_1_3,1,5,"1, 5"
1217,F,S_SD,Severe,SD,C,3,25,S_SD_3,S_SD_3_25,5,1,"5, 1"
1075,F,S_SS8,Severe,SS8,C,3,13,S_SS8_3,S_SS8_3_13,3,1,"3, 1"
1176,F,S_SS8,Severe,SS8,C,3,24,S_SS8_3,S_SS8_3_24,4,12,"4, 12"
1195,F,S_SS8,Severe,SS8,B,2,10,S_SS8_2,S_SS8_2_10,2,8,"2, 8"
1188,F,S_SS8,Severe,SS8,B,2,25,S_SS8_2,S_SS8_2_25,5,1,"5, 1"
1043,F,S_SS8,Severe,SS8,C,3,28,S_SS8_3,S_SS8_3_28,5,7,"5, 7"
